#  energy  63_YbZnO__5e15__angle=0_deg__O-edge__Mon_SR_Io.dat  64_YbZnO__5e15__angle=45_deg__O-edge__Mon_SR_Io.dat  65_YbZnO__5e15__angle=75_deg__O-edge__Mon_SR_Io.dat
  528.20010       0.25234861E-01   0.21526980E-01   0.21847096E-01
  528.29990       0.23036815E-01   0.21032183E-01   0.22550655E-01
  528.39980       0.22101603E-01   0.19767218E-01   0.22877016E-01
  528.49970       0.19297723E-01   0.18673221E-01   0.22733788E-01
  528.60040       0.17125455E-01   0.16809705E-01   0.22531914E-01
  528.70040       0.13757849E-01   0.15641949E-01   0.24368131E-01
  528.80040       0.11855226E-01   0.12722333E-01   0.23227067E-01
  528.89940       0.93112028E-02   0.11377057E-01   0.18528932E-01
  529.00020       0.73684307E-02   0.85787543E-02   0.21293665E-01
  529.10020       0.63022026E-02   0.84382565E-02   0.20650450E-01
  529.20010       0.44676581E-02   0.76832274E-02   0.20799941E-01
  529.30020       0.40276083E-02   0.83673535E-02   0.21900052E-01
  529.40010       0.32438632E-02   0.72370609E-02   0.21425772E-01
  529.50000       0.25046296E-02   0.55641358E-02   0.23703710E-01
  529.60030       0.29630320E-02   0.44984022E-02   0.23851526E-01
  529.70020       0.22140795E-02   0.52768270E-02   0.24878129E-01
  529.80030       0.43523752E-02   0.78665797E-02   0.27559289E-01
  529.90030       0.55694291E-02   0.10136707E-01   0.31120154E-01
  530.00040       0.76555463E-02   0.14120611E-01   0.34309023E-01
  530.10050       0.10581400E-01   0.19923956E-01   0.40132559E-01
  530.20060       0.16578857E-01   0.25870911E-01   0.43768437E-01
  530.29970       0.23684689E-01   0.35083756E-01   0.52153246E-01
  530.39990       0.36547092E-01   0.45819452E-01   0.63763638E-01
  530.50090       0.51842231E-01   0.62542725E-01   0.78629006E-01
  530.60010       0.68833995E-01   0.80098430E-01   0.97006123E-01
  530.70030       0.89431125E-01   0.10280897       0.11738130
  530.80040       0.11180081       0.12588673       0.13976290
  530.89970       0.13688270       0.15234295       0.16463244
  531.00000       0.16583951       0.17953627       0.19294037
  531.10010       0.19571926       0.20963084       0.21908831
  531.20030       0.23180577       0.24637391       0.25232114
  531.29970       0.26905471       0.28282679       0.28638508
  531.39990       0.31114140       0.32474607       0.32414036
  531.50010       0.35373890       0.36877158       0.36633841
  531.60040       0.40131486       0.41805640       0.41077943
  531.69990       0.45560928       0.47232370       0.46160736
  531.80020       0.50889003       0.52633014       0.51623616
  531.89950       0.56983786       0.59075287       0.57213856
  531.99990       0.63554744       0.65748276       0.63702295
  532.10030       0.71022106       0.72898562       0.70563562
  532.19970       0.78745659       0.80561610       0.78195991
  532.29990       0.86344890       0.88612632       0.85478898
  532.40040       0.94645540       0.96983052       0.92949361
  532.49980        1.0240706        1.0479569        1.0018352
  532.60010        1.0974648        1.1196893        1.0691241
  532.70070        1.1683298        1.1907620        1.1320611
  532.80020        1.2298646        1.2503754        1.1835866
  532.90060        1.2888375        1.3075139        1.2275616
  533.00020        1.3393707        1.3533751        1.2642743
  533.10060        1.3853326        1.3968242        1.2986397
  533.20010        1.4274388        1.4377412        1.3268489
  533.29980        1.4662723        1.4745804        1.3526856
  533.40030        1.5059453        1.5075324        1.3734961
  533.49980        1.5424267        1.5375572        1.3954843
  533.60030        1.5766630        1.5684129        1.4128860
  533.69990        1.6082042        1.5965788        1.4346684
  533.80050        1.6402234        1.6283168        1.4533852
  533.90010        1.6725600        1.6585851        1.4766017
  534.00070        1.7021189        1.6850921        1.4977511
  534.10040        1.7306408        1.7100788        1.5208134
  534.20010        1.7556950        1.7362614        1.5417132
  534.29980        1.7794860        1.7573958        1.5639910
  534.40030        1.8011684        1.7787339        1.5818124
  534.50010        1.8194885        1.7982169        1.6006902
  534.59990        1.8376778        1.8170160        1.6175753
  534.70050        1.8550042        1.8333191        1.6338055
  534.80040        1.8716555        1.8481573        1.6503327
  534.90000        1.8910857        1.8652944        1.6683978
  534.99990        1.9104716        1.8900959        1.6883743
  535.10060        1.9324241        1.9118384        1.7073915
  535.20030        1.9539485        1.9352828        1.7275588
  535.29930        1.9746362        1.9573089        1.7496549
  535.40010        1.9956014        1.9795060        1.7721884
  535.49990        2.0132920        2.0011324        1.7932651
  535.59970        2.0291242        2.0210504        1.8146322
  535.70060        2.0473860        2.0403053        1.8322910
  535.80040        2.0674924        2.0559237        1.8510703
  535.90030        2.0871760        2.0781783        1.8700885
  536.00030        2.1109095        2.1002968        1.8861191
  536.10020        2.1370646        2.1211469        1.9023660
  536.19990        2.1661977        2.1442745        1.9165050
  536.29990        2.1991124        2.1655888        1.9289540
  536.40000        2.2372512        2.1924350        1.9422420
  536.50080        2.2837342        2.2227136        1.9528861
  536.59990        2.3434381        2.2572043        1.9609758
  536.70080        2.4135540        2.2929207        1.9660232
  536.79990        2.5091209        2.3394887        1.9672197
  536.90080        2.6226005        2.3951071        1.9690358
  537.00000        2.7543368        2.4543361        1.9707621
  537.10000        2.8943732        2.5208930        1.9726326
  537.20000        3.0317449        2.5828767        1.9785118
  537.30020        3.1442920        2.6368114        1.9885013
  537.40030        3.2110206        2.6664788        1.9984681
  537.50040        3.2186030        2.6642390        2.0055993
  537.60050        3.1573125        2.6195582        1.9993925
  537.69960        3.0462794        2.5434293        1.9811615
  537.79970        2.8733978        2.4329855        1.9478567
  537.89990        2.6896154        2.3101492        1.9004115
  538.00010        2.4874611        2.1763903        1.8495905
  538.10010        2.2902824        2.0517176        1.7936562
  538.20040        2.1144437        1.9386249        1.7413996
  538.29960        1.9467305        1.8317352        1.6936694
  538.40070        1.8061542        1.7432598        1.6514172
  538.50000        1.6775451        1.6606045        1.6162380
  538.59940        1.5732733        1.5960792        1.5825464
  538.70060        1.4820657        1.5404039        1.5612199
  538.80070        1.4046959        1.4956772        1.5474130
  538.90020        1.3391236        1.4628514        1.5382600
  539.00040        1.2867407        1.4422664        1.5444769
  539.10060        1.2429248        1.4339802        1.5611786
  539.20010        1.2047347        1.4402167        1.5898828
  539.30050        1.1774313        1.4590610        1.6326759
  539.39970        1.1554265        1.4907789        1.6831821
  539.50010        1.1401541        1.5287825        1.7438321
  539.60050        1.1320609        1.5677931        1.7993812
  539.69990        1.1284902        1.6015098        1.8479225
  539.80030        1.1326936        1.6270308        1.8773345
  539.89970        1.1400923        1.6407772        1.8910298
  540.00020        1.1497540        1.6380366        1.8830837
  540.10050        1.1623546        1.6245397        1.8566404
  540.20000        1.1782452        1.5960354        1.8125218
  540.29960        1.1952653        1.5645118        1.7615347
  540.40090        1.2139852        1.5303754        1.7013025
  540.50050        1.2295201        1.4951313        1.6449974
  540.60090        1.2473016        1.4613947        1.5854238
  540.70060        1.2613991        1.4304440        1.5318990
  540.80000        1.2711331        1.4015554        1.4851615
  540.89970        1.2788051        1.3771973        1.4391762
  541.00020        1.2838350        1.3566235        1.4010579
  541.10070        1.2864211        1.3322492        1.3632543
  541.19950        1.2851204        1.3146336        1.3317758
  541.30010        1.2829675        1.2920988        1.2987984
  541.39960        1.2796731        1.2718894        1.2672260
  541.50030        1.2726944        1.2511816        1.2359300
  541.59990        1.2651568        1.2290820        1.2060421
  541.69960        1.2548372        1.2057630        1.1761122
  541.80030        1.2467374        1.1840283        1.1461534
  541.90000        1.2335108        1.1627983        1.1190894
  542.00050        1.2228426        1.1405910        1.0916864
  542.10030        1.2131967        1.1186221        1.0619929
  542.20010        1.2091960        1.1020423        1.0389251
  542.30070        1.2077557        1.0900253        1.0166417
  542.40050        1.2139103        1.0826347       0.99640409
  542.49930        1.2223873        1.0786216       0.98022966
  542.60000        1.2365770        1.0764090       0.96466864
  542.69990        1.2569099        1.0785655       0.95519524
  542.79960        1.2814189        1.0820275       0.94282557
  542.90040        1.2984885        1.0867908       0.93472428
  542.99930        1.3157680        1.0895865       0.92844104
  543.10020        1.3279094        1.0904856       0.92118434
  543.19990        1.3323812        1.0895236       0.91635624
  543.30080        1.3298253        1.0848520       0.91169074
  543.40070        1.3209232        1.0757431       0.90536326
  543.50050        1.3003821        1.0634531       0.90151493
  543.60040        1.2744662        1.0496065       0.89632297
  543.70040        1.2411059        1.0292946       0.89155681
  543.80030        1.2030935        1.0098690       0.88669080
  543.90030        1.1616529       0.98965387       0.87998000
  544.00030        1.1187335       0.96844911       0.87884593
  544.10040        1.0762409       0.94439254       0.87518728
  544.20020        1.0364088       0.92488907       0.87004934
  544.30020       0.99953653       0.90673579       0.86861560
  544.39930       0.96247783       0.89205717       0.86632202
  544.50020       0.93210065       0.87924991       0.86871480
  544.59940       0.90354481       0.86689315       0.87044073
  544.70030       0.88054884       0.85980057       0.87325543
  544.80030       0.86255127       0.85518791       0.87644470
  544.89950       0.84809351       0.85345827       0.88063813
  545.00060       0.83656206       0.85033755       0.88561836
  545.10060       0.82588497       0.85053765       0.89301765
  545.19990       0.81591412       0.84758151       0.90047729
  545.30000       0.80769706       0.85012286       0.90701929
  545.40010       0.79995533       0.85100225       0.91434758
  545.50030       0.79150283       0.85151464       0.92160074
  545.60040       0.78106441       0.85285595       0.92652372
  545.69960       0.77277992       0.85239388       0.93296416
  545.79980       0.76207247       0.84777098       0.93334067
  545.90010       0.75141084       0.84652111       0.93864934
  546.00010       0.73932785       0.84138331       0.93648630
  546.10040       0.72921351       0.83479908       0.93661016
  546.19970       0.71771138       0.83040644       0.93306045
  546.30080       0.70331727       0.82094275       0.92793614
  546.40010       0.69284835       0.81075854       0.92405857
  546.49950       0.68392526       0.80494625       0.92086225
  546.59970       0.67529704       0.79870769       0.91455113
  546.70020       0.66845608       0.79281048       0.91089188
  546.80040       0.66346360       0.79057010       0.90778257
  546.90060       0.66099426       0.79061004       0.90394127
  547.00010       0.65895451       0.78679211       0.90225022
  547.10040       0.65947115       0.78510381       0.89979913
  547.19970       0.65987381       0.78384039       0.89908021
  547.30010       0.66443049       0.78497869       0.89689646
  547.40050       0.66796706       0.78451546       0.89416947
  547.50090       0.67239160       0.78918790       0.89328753
  547.60030       0.67686795       0.79269977       0.89067369
  547.70080       0.68272863       0.79489857       0.88976652
  547.80020       0.69156466       0.79786373       0.88703531
  547.90070       0.69823416       0.79851659       0.88583681
  548.00020       0.70564990       0.80179877       0.88159513
  548.09970       0.71490304       0.80439570       0.88205788
  548.20010       0.72492225       0.80933226       0.88104207
  548.30070       0.73504086       0.81322148       0.88049876
  548.40030       0.74504190       0.82008876       0.88262886
  548.50070       0.75683147       0.82922121       0.88386748
  548.60040       0.76928983       0.83702675       0.88858156
  548.70080       0.78104631       0.84885952       0.89369800
  548.79950       0.79800053       0.86057576       0.89955613
  548.90000       0.81262786       0.87314700       0.90841437
  549.00060       0.83017391       0.88661578       0.91606221
  549.10030       0.84911531       0.90091771       0.92619225
  549.19990       0.86535208       0.91384030       0.93783254
  549.30050       0.88249744       0.92788608       0.94795212
  549.40010       0.89770049       0.94302916       0.95856543
  549.50080       0.91332626       0.95657161       0.96812244
  549.60050       0.92390159       0.96873263       0.98052284
  549.70010       0.93411861       0.98002360       0.98833078
  549.79980       0.94436972       0.98594004       0.99434660
  549.90060       0.95186096       0.99347906        1.0007992
  550.00040       0.95952654        1.0021208        1.0082520
  550.24970       0.97420727        1.0193995        1.0257301
  550.50010       0.98999387        1.0417975        1.0474134
  550.74980        1.0106849        1.0630009        1.0724200
  551.00020        1.0343561        1.0900389        1.1001453
  551.24990        1.0621271        1.1199354        1.1230007
  551.50070        1.0934752        1.1487007        1.1423158
  551.74970        1.1287291        1.1706749        1.1571262
  552.00050        1.1637468        1.1904382        1.1642266
  552.24950        1.1952041        1.2044438        1.1653332
  552.49960        1.2262301        1.2156486        1.1609042
  552.74980        1.2519112        1.2178044        1.1523029
  552.99990        1.2729356        1.2191886        1.1419996
  553.25020        1.2913994        1.2197234        1.1280201
  553.50060        1.3076321        1.2183670        1.1131365
  553.75010        1.3295232        1.2174278        1.1021343
  554.00060        1.3518725        1.2243639        1.0944713
  554.25020        1.3761292        1.2345598        1.0901891
  554.50000        1.4018236        1.2467153        1.0918384
  554.74990        1.4275281        1.2629369        1.0999445
  554.99970        1.4481973        1.2760055        1.1079514
  555.24970        1.4590581        1.2869216        1.1184300
  555.50060        1.4608988        1.2926886        1.1293682
  555.75060        1.4511912        1.2965866        1.1435703
  556.00080        1.4366841        1.2987199        1.1585624
  556.25010        1.4171215        1.3005720        1.1751526
  556.50040        1.3936697        1.2990490        1.1929882
  556.75080        1.3685099        1.2963126        1.2146378
  557.00030        1.3384945        1.2953400        1.2328356
  557.24990        1.3081960        1.2950865        1.2534771
  557.50060        1.2736350        1.2949808        1.2709995
  557.75030        1.2423237        1.2904684        1.2857511
  558.00090        1.2130847        1.2803965        1.2952944
  558.24990        1.1830736        1.2667164        1.2981905
  558.49980        1.1573247        1.2532150        1.2970217
  558.75070        1.1305088        1.2366673        1.2872119
  558.99990        1.1059953        1.2163338        1.2717855
  559.25000        1.0880571        1.1931078        1.2514822
  559.50030        1.0715861        1.1701132        1.2303766
  559.75050        1.0586296        1.1496698        1.2048923
  560.00000        1.0526321        1.1301529        1.1807412
  560.25030        1.0426192        1.1148299        1.1605310
  560.49990        1.0373643        1.0986873        1.1393435
  560.74960        1.0336671        1.0843617        1.1215360
  561.00030        1.0305067        1.0737598        1.1050038
  561.25100        1.0270219        1.0631724        1.0906798
  561.49980        1.0235243        1.0512439        1.0759094
  561.75080        1.0140978        1.0385189        1.0622728
  561.99960        1.0063402        1.0265630        1.0467164
  562.24980       0.99589682        1.0156580        1.0329289
  562.49990       0.98599575        1.0026218        1.0215437
  562.75010       0.97833401       0.99175240        1.0096778
  563.00050       0.96719242       0.98236916        1.0013955
  563.25070       0.96040485       0.97334869       0.99219927
  563.50030       0.95614010       0.96633063       0.98615505
  563.75060       0.95089808       0.96104180       0.98246838
  564.00030       0.94506703       0.95885025       0.97997931
  564.25090       0.94250787       0.95648088       0.98040717
  564.49980       0.94231671       0.95896927       0.98532436
  564.75040       0.94093280       0.96172392       0.98996206
  565.00050       0.94258311       0.96753664       0.99320403
  565.25040       0.94179771       0.97024479        1.0006120
  565.50040       0.94364439       0.97348871        1.0054081
  565.74950       0.94807318       0.97898891        1.0106633
  565.99960       0.95149130       0.98380870        1.0134677
  566.24990       0.95226628       0.98832828        1.0179754
  566.50030       0.95258054       0.99071898        1.0245379
  566.75060       0.95437525       0.99401802        1.0259968
  567.00100       0.96110394       0.99887698        1.0300369
  567.25060       0.96934242        1.0000281        1.0287363
  567.50020       0.97521354        1.0028559        1.0279728
  567.75090       0.98091650        1.0050741        1.0262845
  568.00060       0.98452864        1.0072191        1.0232222
  568.25050       0.99086792        1.0073170        1.0200873
  568.50050       0.99649527        1.0083427        1.0162741
  568.75040        1.0014596        1.0068622        1.0100453
  569.00050        1.0063952        1.0051471        1.0061807
  569.24960        1.0090981        1.0028236        1.0033814
  569.50080        1.0110388        1.0051482        1.0014265
  569.74990        1.0130786        1.0060524        1.0004243
  570.00040        1.0160053        1.0059385       0.99760974
  570.99940        1.0189871        1.0042916       0.99774321
  571.99970        1.0189077        1.0082680        1.0005581
  573.00020        1.0178778        1.0141911        1.0105580
  574.00070        1.0137780        1.0131447        1.0135406
  575.00030        1.0085394        1.0127882        1.0139829
  576.00020       0.98537983       0.98205292       0.98531767
  577.00000       0.97405788       0.96679737       0.96925728
  578.00000       0.96089458       0.94678498       0.94546552
  579.00000       0.97186085       0.95708479       0.94909553
  580.00050       0.99174505       0.97113269       0.96285379
  580.99980        1.0063585       0.98526926       0.97430118
  582.00040        1.0077587       0.99759636       0.99252427
  583.00090        1.0216435        1.0163940        1.0192845
  583.99950        1.0275150        1.0392254        1.0495606
  585.00030        1.0316307        1.0507887        1.0664627
  586.00010        1.0287006        1.0542442        1.0721433
  587.00000        1.0242721        1.0474636        1.0639118
  588.00100        1.0143971        1.0310817        1.0458366
  589.00000       0.99816359        1.0125524        1.0226958
  590.00030       0.97408705       0.98166649       0.99581527
  591.00040       0.95102200       0.95961033       0.97208994
  592.00060       0.93315501       0.93969422       0.95639047
  593.00090       0.91878603       0.92955991       0.94967099
  594.00030       0.91840165       0.92452698       0.94642671
  594.99950       0.91789354       0.92549749       0.94171389
  595.99990       0.91946811       0.92162275       0.93770371
  597.00040       0.92413711       0.92393512       0.93446445
  598.00000       0.92669557       0.92298065       0.93446432
  599.00050       0.93274593       0.92861119       0.93833045
  599.99980       0.93668015       0.93485615       0.94341192
  600.99950       0.94610046       0.94331465       0.95063260
  602.00000       0.95576293       0.95230869       0.95564663
  602.99950       0.96084535       0.95554126       0.96002494
  604.00000       0.96251705       0.95657837       0.96284658
  605.00070       0.96059320       0.95467934       0.96228308
  606.00020       0.95926024       0.95502296       0.96402884
  606.99990       0.96377805       0.95765831       0.96639501
  608.00040       0.96427837       0.96146471       0.96988096
  608.99990       0.97158114       0.96607552       0.97421472
  609.99930       0.97490574       0.97219865       0.97971393
  610.99990       0.97968137       0.97590329       0.98546726
  612.00040       0.98467852       0.98061158       0.99051698
  612.99970       0.99067118       0.98557995       0.99486274
  614.00120       0.99411280       0.99226211       0.99766199
  614.99940        1.0005873       0.99700151        1.0023477
  616.00080        1.0059966        1.0038458        1.0059095
  616.99990        1.0140988        1.0040732        1.0096588
  618.00010        1.0215497        1.0121570        1.0101058
  619.00050        1.0295815        1.0151595        1.0139909
  619.99930        1.0346773        1.0222893        1.0167818
  621.00050        1.0412010        1.0245708        1.0180373
  621.99930        1.0425243        1.0267802        1.0208279
  623.00040        1.0436306        1.0274252        1.0186921
  623.99990        1.0415356        1.0265167        1.0169218
  625.00090        1.0369361        1.0210100        1.0153806
  625.99930        1.0312014        1.0179796        1.0111640
  627.00100        1.0223969        1.0114223        1.0094406
  628.00050        1.0152868        1.0071545        1.0061242
  628.99970        1.0098647        1.0041691        1.0042058
  629.99990        1.0002849       0.99986107        1.0026644
  631.00020       0.99908274       0.99479724        1.0008721
  631.99910       0.99545309       0.99480371       0.99593006
  633.00040       0.99628025       0.99155501       0.99225646
  634.00000       0.99648812       0.99014712       0.98849679
  635.00090       0.99454064       0.98908936       0.98502878
  636.00050       0.99657781       0.98663940       0.98309178
  637.00000       0.99323196       0.98377963       0.97794315
  637.99920       0.99182016       0.98028131       0.97373442
  639.00060       0.98998966       0.97684264       0.96903744
  639.99970       0.98586026       0.97357419       0.96468359
  640.99960       0.98341231       0.97053956       0.96136710
  642.00050       0.98196230       0.96675510       0.95796634
  643.00000       0.97987885       0.96586038       0.95472501
  643.99970       0.98123286       0.96230726       0.95401660
  645.00000       0.97773790       0.96304121       0.95232002
  646.00060       0.98096651       0.96226148       0.95157733
  647.00060       0.98148441       0.96313612       0.95184838
  648.00050       0.98215986       0.96389753       0.95155724
  649.00030       0.98521639       0.96484244       0.95147291
  649.99960       0.98711218       0.96636510       0.95286565
